cycle,fem_cycle,pidl_saved_index,pidl_cycle_offset,field,metric,FEM_projected_to_PIDL,PIDL_native,PIDL_over_FEM_projected,FEM_projected_over_PIDL
40,40,39,-1,alpha_bar,tip_2l0_integral,0.0003837448285405447,0.0006153034046292305,1.6034181019959215,0.6236676502249839
40,40,39,-1,alpha_bar,tip_2l0_mean,0.6149756506700148,0.48679062724113464,0.7915608149863774,1.263326810861917
40,40,39,-1,alpha_bar,tip_4l0_integral,0.0010568386617069844,0.0020412388257682323,1.9314573735136304,0.5177437585282246
40,40,39,-1,alpha_bar,tip_4l0_mean,0.4220601726982176,0.40565159916877747,0.961122667830654,1.0404499170299415
40,40,39,-1,alpha_bar,tip_l0_integral,0.00016592105276714861,0.00020147868781350553,1.2143045409448916,0.8235166437093828
40,40,39,-1,alpha_bar,tip_l0_mean,0.9876252363836915,0.6218477487564087,0.6296393873382367,1.5882106807635414
40,40,39,-1,alpha_bar,top1_mean,2.351293020778232,1.1923441886901855,0.5071014876297906,1.9719918485627674
40,40,39,-1,fatigue_f,crack_strip_mean,0.8941999529844966,0.9290633410978307,1.0389883582491517,0.9624746919062185
40,40,39,-1,fatigue_f,domain_mean,0.9933745968736354,0.9930102712691753,0.9996332444924536,1.000366890066499
40,40,39,-1,fatigue_f,max,1.0,1.0,1.0,1.0
40,40,39,-1,fatigue_f,p99,1.0,1.0,1.0,1.0
40,40,39,-1,fatigue_f,p999,1.0,1.0,1.0,1.0
40,40,39,-1,fatigue_f,right_band_mean,0.9745961068996807,0.9728937678852834,0.9982532876928755,1.0017497686495593
40,40,39,-1,fatigue_f,tip_2l0_integral,0.0005004113182755338,0.0010302785466527373,2.0588633970214296,0.4857048803950307
40,40,39,-1,fatigue_f,tip_2l0_mean,0.801941168118235,0.8150937361826197,1.0164009139164751,0.9838637355674171
40,40,39,-1,fatigue_f,tip_4l0_integral,0.002218712911890082,0.004358283686039006,1.9643297078603388,0.509079507375194
40,40,39,-1,fatigue_f,tip_4l0_mean,0.886067465820743,0.8661135873994883,0.9774804073155176,1.023038408254472
40,40,39,-1,fatigue_f,tip_l0_integral,0.0001182839117193033,0.0002451514744231567,2.0725682035687134,0.48249316875464954
40,40,39,-1,fatigue_f,tip_l0_mean,0.7040708476947075,0.7566403009074564,1.0746650047859154,0.9305225307854986
40,40,39,-1,fatigue_f,top1_mean,1.0,1.0,1.0,1.0
69,69,68,-1,damage_alpha,crack_strip_mean,0.3907263714718333,0.3419506549835205,0.8751665614363863,1.1426396346299248
69,69,68,-1,damage_alpha,domain_mean,0.015616026379374587,0.01230113860219717,0.7877252703955681,1.2694781259179804
